"Case.Earliest.Date","Confirmation.Status","Gender","Age.Group","Hospitalization","ICU","Death","Race","Count"
"2020/02/04","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Latino",1
"2020/02/04","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/04","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","Caucasian",3
"2020/02/04","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","African American",2
"2020/02/04","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Latino",1
"2020/02/04","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Unknown",3
"2020/02/04","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Unknown",2
"2020/02/04","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Caucasian",1
"2020/02/04","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Unknown","Multiracial/Other",1
"2020/02/04","Laboratory-confirmed case","Male","80+","Missing","Missing","Missing","Caucasian",2
"2020/02/04","Laboratory-confirmed case","Male","80+","Yes","Unknown","Unknown","Unknown",1
"2020/02/04","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","Latino",1
"2020/02/04","Probable Case","Female","30 - 39","No","Missing","No","Caucasian",1
"2020/02/04","Probable Case","Female","60 - 69","No","No","No","Caucasian",1
"2020/02/04","Probable Case","Female","70 - 79","Yes","Unknown","Yes","Asian",1
"2020/02/04","Probable Case","Female","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/04","Probable Case","Female","70 - 79","Yes","Unknown","Yes","Latino",1
"2020/02/04","Probable Case","Male","30 - 39","Yes","Unknown","Yes","African American",1
"2020/02/04","Probable Case","Male","40 - 49","Missing","Missing","Missing","Caucasian",1
"2020/02/04","Probable Case","Male","40 - 49","No","Unknown","No","African American",1
"2020/02/04","Probable Case","Male","50 - 59","No","Missing","No","Caucasian",1
"2020/02/04","Probable Case","Male","60 - 69","No","Missing","No","Caucasian",1
"2020/02/04","Probable Case","Male","60 - 69","No","No","No","Caucasian",1
"2020/02/04","Probable Case","Male","70 - 79","Yes","Missing","No","Unknown",1
"2020/02/04","Probable Case","Male","70 - 79","Yes","Unknown","Yes","Latino",1
"2020/02/05","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","No","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","40 - 49","No","Missing","Missing","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","Unknown","African American",1
"2020/02/05","Laboratory-confirmed case","Female","40 - 49","Yes","Unknown","Unknown","Unknown",2
"2020/02/05","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","Missing","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","60 - 69","No","Missing","No","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","60 - 69","No","No","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","No","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","70 - 79","No","Missing","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Latino",1
"2020/02/05","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Yes","Latino",1
"2020/02/05","Laboratory-confirmed case","Female","80+","Missing","Missing","No","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","80+","Yes","Unknown","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","30 - 39","No","No","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","30 - 39","No","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","30 - 39","Yes","No","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","40 - 49","No","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Latino",1
"2020/02/05","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Unknown",2
"2020/02/05","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Yes","Asian",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","No","Missing","Missing","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","No","No","Unknown","African American",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","Unknown","Missing","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Latino",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Yes","African American",1
"2020/02/05","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Yes","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","70 - 79","No","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Yes","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","80+","Yes","Missing","No","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","80+","Yes","Unknown","Unknown","Unknown",1
"2020/02/05","Laboratory-confirmed case","Male","80+","Yes","Unknown","Unknown","Caucasian",1
"2020/02/05","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","African American",1
"2020/02/05","Probable Case","Female","30 - 39","No","No","No","Caucasian",1
"2020/02/05","Probable Case","Female","30 - 39","No","Unknown","No","Caucasian",1
"2020/02/05","Probable Case","Female","40 - 49","No","Missing","No","Caucasian",1
"2020/02/05","Probable Case","Female","40 - 49","No","No","No","Caucasian",1
"2020/02/05","Probable Case","Female","60 - 69","No","Missing","No","Multiracial/Other",1
"2020/02/05","Probable Case","Female","70 - 79","No","Missing","Unknown","Caucasian",1
"2020/02/05","Probable Case","Female","80+","Unknown","Unknown","Yes","Unknown",1
"2020/02/05","Probable Case","Male","10 - 19","No","Unknown","No","Caucasian",1
"2020/02/05","Probable Case","Male","20 - 29","No","Unknown","No","Unknown",1
"2020/02/05","Probable Case","Male","30 - 39","No","Missing","No","Unknown",1
"2020/02/05","Probable Case","Male","30 - 39","No","No","No","Unknown",1
"2020/02/05","Probable Case","Male","40 - 49","No","Missing","No","Caucasian",1
"2020/02/05","Probable Case","Male","40 - 49","Yes","Unknown","Yes","African American",1
"2020/02/05","Probable Case","Male","70 - 79","Yes","Unknown","Yes","Asian",1
"2020/02/06","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","20 - 29","No","Unknown","Unknown","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","20 - 29","Yes","Missing","No","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","20 - 29","Yes","Unknown","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Female","20 - 29","Yes","Unknown","Unknown","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","30 - 39","No","Missing","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","Missing","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","40 - 49","Missing","Missing","No","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","40 - 49","No","Missing","No","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","No","Missing","Yes","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","No","Unknown","No","Latino",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","No","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Latino",1
"2020/02/06","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","Missing","Missing","Missing","African American",1
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","No","Missing","Missing","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","No","No","No","Caucasian",2
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","Yes","No","Yes","Latino",1
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Unknown",1
"2020/02/06","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Female","70 - 79","Missing","Missing","Missing","African American",1
"2020/02/06","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Latino",1
"2020/02/06","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Unknown",2
"2020/02/06","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/06","Laboratory-confirmed case","Female","80+","Yes","No","Missing","Unknown",2
"2020/02/06","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Male","20 - 29","No","Missing","No","Unknown",1
"2020/02/06","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Unknown","Unknown",1
"2020/02/06","Laboratory-confirmed case","Male","30 - 39","No","Unknown","Unknown","Latino",1
"2020/02/06","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Multiracial/Other",1
"2020/02/06","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","African American",1
"2020/02/06","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Unknown",3
"2020/02/06","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Yes","Unknown",1
"2020/02/06","Laboratory-confirmed case","Male","60 - 69","No","Missing","No","African American",1
"2020/02/06","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Unknown",2
"2020/02/06","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Yes","Latino",1
"2020/02/06","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Yes","Caucasian",1
"2020/02/06","Laboratory-confirmed case","Male","70 - 79","No","Missing","Yes","African American",1
"2020/02/06","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Yes","Latino",1
"2020/02/06","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","Unknown",1
"2020/02/06","Laboratory-confirmed case","Male","80+","Yes","Yes","Yes","Asian",1
"2020/02/06","Laboratory-confirmed case","Unknown","70 - 79","Missing","Missing","Missing","Unknown",1
"2020/02/06","Probable Case","Female","20 - 29","No","Unknown","Unknown","Unknown",1
"2020/02/06","Probable Case","Female","30 - 39","No","Unknown","No","Unknown",1
"2020/02/06","Probable Case","Female","40 - 49","No","Missing","Missing","Caucasian",1
"2020/02/06","Probable Case","Female","40 - 49","No","No","No","Unknown",1
"2020/02/06","Probable Case","Female","40 - 49","Yes","Missing","No","Caucasian",1
"2020/02/06","Probable Case","Female","50 - 59","Missing","Missing","Missing","Unknown",1
"2020/02/06","Probable Case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/06","Probable Case","Female","70 - 79","No","Missing","Missing","Caucasian",1
"2020/02/06","Probable Case","Female","70 - 79","Yes","Unknown","Yes","Caucasian",1
"2020/02/06","Probable Case","Male","30 - 39","No","No","No","Caucasian",1
"2020/02/06","Probable Case","Male","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/06","Probable Case","Male","80+","No","Missing","No","Multiracial/Other",1
"2020/02/06","Probable Case","Male","80+","Yes","Unknown","Yes","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Female","10 - 19","Missing","Missing","Missing","Multiracial/Other",1
"2020/02/07","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Asian",1
"2020/02/07","Laboratory-confirmed case","Female","30 - 39","Yes","Unknown","Unknown","Latino",1
"2020/02/07","Laboratory-confirmed case","Female","40 - 49","No","No","No","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Female","40 - 49","No","Unknown","No","Latino",1
"2020/02/07","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Latino",2
"2020/02/07","Laboratory-confirmed case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Female","50 - 59","No","No","Unknown","African American",1
"2020/02/07","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","African American",1
"2020/02/07","Laboratory-confirmed case","Female","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/07","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","No","Unknown",1
"2020/02/07","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Unknown",1
"2020/02/07","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","African American",1
"2020/02/07","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Male","10 - 19","Yes","Unknown","Unknown","Unknown",1
"2020/02/07","Laboratory-confirmed case","Male","20 - 29","No","No","Unknown","Latino",1
"2020/02/07","Laboratory-confirmed case","Male","20 - 29","Yes","Unknown","Unknown","African American",1
"2020/02/07","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","No","Unknown",1
"2020/02/07","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","No","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Male","30 - 39","No","Missing","Missing","Missing",1
"2020/02/07","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Caucasian",1
"2020/02/07","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","African American",1
"2020/02/07","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Latino",1
"2020/02/07","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","Yes","Multiracial/Other",1
"2020/02/07","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","No","Unknown",1
"2020/02/07","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Latino",1
"2020/02/07","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Unknown",1
